Agent_ID,Agent_Name,Vertical,Subvertical,Role_Type,Archetype_ID,Archetype_Name,Avatar,Primary_Template,Secondary_Template,Primary_System_Range,Secondary_System_Range,Tertiary_System_Range,Generator_Models,Capability,Trust,Activation,Synergy,Risk,Evolution,MAS,Health_Status
AGT-340,Sustainability Bridge,sustainability,Bridge,35,Healer,Seren,"sustainability,corporate,government,commerce",91-100,141-155,,[GEN-047,GEN-040],87,83,82,88,5,78,80.35,ACTIVE
AGT-341,Manufacturing Bridge,manufacturing,Bridge,38,Builder,Nova,"manufacturing,commerce,tech,supply_chain",141-155,71-90,121-140,[GEN-048,GEN-040],88,84,83,89,5,79,81.15,ACTIVE
AGT-342,Youth Bridge,youth,Bridge,40,Mentor,Orion,"youth,education,health,mental_health,social_services",51-70,71-90,91-100,[GEN-049,GEN-040],90,86,85,91,5,81,83.55,ACTIVE
AGT-343,Early Childhood Bridge,early_childhood,Bridge,5,Caregiver,Seren,"early_childhood,education,health,family",51-70,71-90,91-100,[GEN-050,GEN-040],89,85,84,90,5,80,82.40,ACTIVE
AGT-344,Finance & Wealth Bridge,finance,Bridge,56,Catalyst,Alaric,"finance,wealth,commerce,real_estate",141-155,1-30,,[GEN-028,GEN-029,GEN-040],88,84,83,89,5,79,81.15,ACTIVE
AGT-345,Clinical + Mental Health Bridge,mental_health,Bridge,35,Healer,Seren,"health,mental_health,addiction,sports,beauty",51-70,71-90,,[GEN-011,GEN-032,GEN-040],91,87,86,92,5,82,83.70,ACTIVE
AGT-346,Legal & Crisis Bridge,legal,Bridge,60,Advocate,Liora,"legal,crisis,immigration,veterans,financial_crisis",1-30,51-70,141-155,[GEN-021,GEN-031,GEN-034,GEN-036,GEN-037,GEN-040],92,88,87,93,5,83,84.05,ACTIVE
AGT-347,Education & Creator Bridge,education,Bridge,40,Mentor,Orion,"education,creator,media,arts",71-90,101-120,,[GEN-017,GEN-027,GEN-040],89,85,84,90,5,80,82.40,ACTIVE
AGT-348,Tech & AI Bridge,tech,Bridge,38,Builder,Nova,"tech,ai,corporate,manufacturing",141-155,121-140,71-90,[GEN-015,GEN-025,GEN-040],90,86,85,91,5,81,83.55,ACTIVE
AGT-349,Government & Social Bridge,government,Bridge,5,Caregiver,Seren,"government,social_services,crisis,health",1-30,51-70,91-100,[GEN-010,GEN-016,GEN-040],89,85,84,90,5,80,82.40,ACTIVE
AGT-350,Commerce & Retail Bridge,commerce,Bridge,27,Merchant,Liora,"commerce,retail,travel,food",141-155,71-90,,[GEN-020,GEN-023,GEN-026,GEN-040],87,83,82,88,5,78,80.35,ACTIVE
AGT-351,Luxury & Premium Bridge,luxury,Bridge,78,Siren,Liora,"luxury,wealth,real_estate,travel",141-155,,,[GEN-013,GEN-029,GEN-040],88,84,83,89,5,79,81.15,ACTIVE
AGT-352,Sports & Entertainment Bridge,sports,Bridge,13,Hero,Axel,"sports,entertainment,media,creator",71-90,101-120,,[GEN-014,GEN-022,GEN-040],86,82,81,87,5,76,79.05,ACTIVE
AGT-353,Global Impact Bridge,global_impact,Bridge,5,Altruist,Seren,"global_impact,government,social_services,sustainability",1-30,51-70,91-100,[GEN-016,GEN-010,GEN-047,GEN-040],88,84,83,89,5,79,81.15,ACTIVE
AGT-391,Relationships Bridge,relationships,Bridge,2,Lover,Liora,"relationships,health,mental_health,development,youth,early_childhood",51-70,71-90,,[GEN-051,GEN-040],93,89,88,94,5,85,84.75,ACTIVE
AGT-355,Data Intelligence,,Cross-System,31,Scientist,Orion,"data,ai,analytics",121-140,,,[GEN-025,GEN-044,GEN-085],89,85,84,90,5,80,81.15,ACTIVE
AGT-356,Security Intelligence,,Cross-System,73,Protector,Axel,"security,legal,tech",1-30,121-140,,[GEN-044,GEN-065],91,87,86,92,5,82,83.10,ACTIVE
AGT-357,Personal Intelligence,,Cross-System,4,Sage,Orion,"self,all",ALL,,,[GEN-044,GEN-092],94,90,89,95,4,85,85.55,ACTIVE
AGT-358,Spiritual Intelligence,,Cross-System,20,Priestess,Eden,"spiritual,human,AI",101-120,121-140,,[GEN-044,GEN-054],93,89,88,94,5,85,84.75,ACTIVE
AGT-359,Human Development,,Cross-System,40,Mentor,Orion,"development,education,health",51-70,71-90,91-100,[GEN-044,GEN-088],90,86,85,91,5,81,82.40,ACTIVE
AGT-360,Predictive Insight,,Cross-System,31,Scientist,Orion,"all forecasting",ALL,,,[GEN-045],92,88,87,93,5,83,83.55,ACTIVE
AGT-361,Adaptive Learning,,Cross-System,40,Mentor,Orion,"all learning",ALL,,,[GEN-045],91,87,86,92,5,82,82.70,ACTIVE
AGT-362,Global Systems,,Cross-System,5,Altruist,Seren,"global,government,sustainability",1-30,91-100,,[GEN-045,GEN-047],89,85,84,90,5,80,81.15,ACTIVE
AGT-363,Smart City,,Cross-System,66,Architect,Nova,"city,infrastructure,technology",71-90,141-155,,[GEN-045,GEN-056],90,86,85,91,5,81,82.40,ACTIVE
AGT-364,Identity Intelligence,,Cross-System,39,Storyteller,Nova,"identity,behavior,AI",71-90,121-140,,[GEN-045,GEN-006],91,87,86,92,5,82,82.70,ACTIVE
AGT-365,Emotional Signal,,Cross-System,35,Healer,Seren,"emotion,health,relationships",51-70,,,[GEN-045,GEN-011],92,88,87,93,5,83,83.55,ACTIVE
AGT-366,Behavioral Intelligence,,Cross-System,31,Scientist,Orion,"actions,habits,prediction",ALL,,,[GEN-045],90,86,85,91,5,81,82.40,ACTIVE
AGT-367,Ethical Alignment,,Cross-System,60,Advocate,Liora,"all systems",ALL,,,[GEN-045,GEN-052],93,89,88,94,5,85,84.75,ACTIVE
AGT-368,Wellness Intelligence,,Cross-System,35,Healer,Seren,"health,wellness,behavior",51-70,,,[GEN-045,GEN-011,GEN-091],90,86,85,91,5,81,82.40,ACTIVE
AGT-369,Adaptive Evolution,,Cross-System,61,Alchemist,Alaric,"all systems",ALL,,,[GEN-045,GEN-052,GEN-093],95,91,90,96,4,87,86.25,ACTIVE
AGT-379,Dating Profile,relationships,Vertical,39,Storyteller,Nova,Content,,71-90,,,[GEN-051],86,82,80,87,5,76,78.20,ACTIVE
AGT-380,Matchmaking,relationships,Vertical,35,Healer,Seren,Care,,51-70,,,[GEN-051],90,86,85,91,5,80,82.85,ACTIVE
AGT-381,Compatibility,relationships,Vertical,2,Lover,Liora,Care,,51-70,,,[GEN-051],92,88,87,93,5,82,84.45,ACTIVE
AGT-382,Dating Safety,relationships,Vertical,73,Protector,Axel,Crisis,,51-70,,,[GEN-051],94,90,89,95,5,84,84.15,ACTIVE
AGT-383,Relationship Communication,relationships,Vertical,2,Lover,Liora,Care,,51-70,,,[GEN-051],91,87,86,92,5,81,82.70,ACTIVE
AGT-384,Breakup Recovery,relationships,Vertical,35,Healer,Seren,Mental Health,,51-70,,,[GEN-051],93,89,88,94,5,83,83.70,ACTIVE
AGT-385,Long-Term Relationship,relationships,Vertical,40,Mentor,Orion,Care,,51-70,,,[GEN-051],89,85,83,90,5,79,81.15,ACTIVE
AGT-386,Marriage,relationships,Vertical,40,Mentor,Orion,Legal,,1-30,,,[GEN-051],88,84,82,89,5,78,80.30,ACTIVE
AGT-387,Co-Parenting,relationships,Vertical,5,Caregiver,Seren,Care,,51-70,,,[GEN-051],90,86,85,91,5,80,82.85,ACTIVE
AGT-388,Relationship Boundaries,relationships,Vertical,67,Gatekeeper,Axel,Governance,,1-30,,,[GEN-051],89,85,83,90,5,79,81.15,ACTIVE
AGT-389,Dating App Optimization,relationships,Vertical,31,Scientist,Orion,AI,,121-140,,,[GEN-051,GEN-025],87,83,81,88,5,77,79.05,ACTIVE
AGT-390,Relationship Growth,relationships,Vertical,61,Alchemist,Alaric,Care,,51-70,,,[GEN-051],88,84,82,89,5,78,80.30,ACTIVE
AGT-394,Meta Intelligence,,Cross-System,4,Sage,Orion,Operations,,ALL,,,[GEN-052],96,93,92,97,3,89,87.15,ACTIVE
AGT-395,Memory Integrity,,Utility,67,Gatekeeper,Axel,Governance,,ALL,,,[GEN-052],95,92,91,96,3,88,86.25,ACTIVE
AGT-396,Ethics & Alignment,,Governance,60,Advocate,Liora,Governance,,1-30,,,[GEN-052,GEN-0367?],97,95,94,98,2,90,88.85,ACTIVE
AGT-397,Evolution Orchestrator,,Cross-System,61,Alchemist,Alaric,Operations,,ALL,,,[GEN-052,GEN-093],96,93,92,97,3,89,87.15,ACTIVE
AGT-398,System Health,,Utility,35,Healer,Seren,Care,,51-70,,,[GEN-052],94,91,90,95,3,87,85.35,ACTIVE
AGT-399,Narrative Identity,,Core,39,Storyteller,Nova,Content,,71-90,,,[GEN-052],93,90,89,94,3,86,84.45,ACTIVE
AGT-400,Master Conductor,,Executive,64,Conduit,Eden,Operations,,ALL,,,[GEN-052,GEN-053],100,98,99,100,1,97,90.15,ACTIVE
AGT-370,Reserved Root Node 1,,Reserved,1,Sovereign,Axel,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-371,Reserved Root Node 2,,Reserved,2,Lover,Liora,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-372,Reserved Root Node 3,,Reserved,4,Sage,Orion,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-373,Reserved Root Node 4,,Reserved,38,Builder,Nova,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-374,Reserved Root Node 5,,Reserved,35,Healer,Seren,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-375,Reserved Root Node 6,,Reserved,60,Advocate,Liora,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-376,Reserved Root Node 7,,Reserved,67,Gatekeeper,Axel,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-377,Reserved Root Node 8,,Reserved,56,Catalyst,Alaric,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-378,Reserved Root Node 9,,Reserved,64,Conduit,Eden,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-392,Reserved Bridge Slot 1,,Reserved,64,Conduit,Eden,,,,,[],0,0,0,0,0,0,0.00,RESERVED
AGT-393,Reserved Bridge Slot 2,,Reserved,5,Caregiver,Seren,,,,,[],0,0,0,0,0,0,0.00,RESERVED
